timestamp,device_id,equipment_type,vibration_rms,vibration_peak,power_w,current_a,temperature_c,state
2026-03-14T15:30:46.067351,DEV001,ventilator,0.252,1.059,84.79,0.395,35.55,normal
2026-03-14T15:30:46.067367,DEV001,ventilator,0.245,0.51,105.83,0.374,35.24,normal
2026-03-14T15:30:46.067400,DEV001,ventilator,0.413,0.59,92.05,0.415,34.59,normal
2026-03-14T15:30:46.067417,DEV001,ventilator,0.668,0.76,99.83,0.481,29.97,normal
2026-03-14T15:30:46.067432,DEV001,ventilator,0.607,0.816,84.35,0.485,29.24,normal
2026-03-14T15:30:46.067447,DEV001,ventilator,2.478,4.958,128.24,0.645,46.87,anomaly
2026-03-14T15:30:46.067462,DEV001,ventilator,0.317,0.908,82.22,0.403,33.42,normal
2026-03-14T15:30:46.067480,DEV001,ventilator,0.662,0.85,108.95,0.409,35.57,normal
2026-03-14T15:30:46.067495,DEV001,ventilator,0.371,1.098,94.47,0.351,32.73,normal
2026-03-14T15:30:46.067511,DEV001,ventilator,0.247,0.854,80.89,0.364,30.92,normal
2026-03-14T15:30:46.067526,DEV001,ventilator,0.514,0.883,81.14,0.425,29.63,normal
2026-03-14T15:30:46.067546,DEV001,ventilator,0.295,0.769,103.73,0.404,34.7,normal
2026-03-14T15:30:46.067563,DEV001,ventilator,2.909,2.315,175.64,0.697,43.87,anomaly
2026-03-14T15:30:46.067578,DEV001,ventilator,0.418,0.617,96.63,0.43,30.36,normal
2026-03-14T15:30:46.067593,DEV001,ventilator,0.463,0.728,99.22,0.391,34.5,normal
2026-03-14T15:30:46.067609,DEV001,ventilator,2.815,3.746,147.37,0.552,48.13,anomaly
2026-03-14T15:30:46.067624,DEV001,ventilator,1.814,2.421,154.27,0.599,48.3,anomaly
2026-03-14T15:30:46.067639,DEV001,ventilator,0.229,0.978,90.81,0.37,31.22,normal
2026-03-14T15:30:46.067654,DEV001,ventilator,0.349,1.015,87.75,0.382,31.41,normal
2026-03-14T15:30:46.067670,DEV001,ventilator,0.72,0.869,108.18,0.366,35.77,normal
2026-03-14T15:30:46.067685,DEV001,ventilator,0.357,0.939,81.49,0.457,30.67,normal
2026-03-14T15:30:46.067700,DEV001,ventilator,0.732,1.074,85.2,0.368,28.96,normal
2026-03-14T15:30:46.067716,DEV001,ventilator,0.592,0.661,98.33,0.418,28.28,normal
2026-03-14T15:30:46.067731,DEV001,ventilator,0.688,0.585,87.13,0.381,35.01,normal
2026-03-14T15:30:46.067747,DEV001,ventilator,0.725,0.946,105.87,0.441,35.25,normal
2026-03-14T15:30:46.067762,DEV001,ventilator,0.3,0.725,98.26,0.463,32.51,normal
2026-03-14T15:30:46.067777,DEV001,ventilator,0.471,1.076,108.35,0.427,28.49,normal
2026-03-14T15:30:46.067792,DEV001,ventilator,0.54,0.739,106.86,0.403,31.02,normal
2026-03-14T15:30:46.067813,DEV001,ventilator,0.685,0.734,102.84,0.395,32.11,normal
2026-03-14T15:30:46.067834,DEV001,ventilator,0.289,1.119,86.19,0.486,35.74,normal
2026-03-14T15:30:46.067854,DEV001,ventilator,2.753,3.006,174.02,0.882,53.13,anomaly
2026-03-14T15:30:46.067871,DEV001,ventilator,0.71,1.105,106.59,0.453,28.27,normal
2026-03-14T15:30:46.067886,DEV001,ventilator,0.305,1.173,100.79,0.497,30.94,normal
2026-03-14T15:30:46.067901,DEV001,ventilator,0.478,0.941,95.26,0.49,30.21,normal
2026-03-14T15:30:46.067918,DEV001,ventilator,1.229,3.082,176.77,0.794,40.38,anomaly
2026-03-14T15:30:46.067933,DEV001,ventilator,0.5,1.128,90.69,0.42,32.55,normal
2026-03-14T15:30:46.067949,DEV001,ventilator,0.396,0.51,97.53,0.408,28.05,normal
2026-03-14T15:30:46.067964,DEV001,ventilator,0.627,0.534,95.92,0.351,33.87,normal
2026-03-14T15:30:46.067979,DEV001,ventilator,0.378,0.819,100.65,0.49,29.46,normal
2026-03-14T15:30:46.067995,DEV001,ventilator,0.566,0.718,95.12,0.457,30.38,normal
2026-03-14T15:30:46.068010,DEV001,ventilator,0.423,0.763,100.51,0.409,34.74,normal
2026-03-14T15:30:46.068025,DEV001,ventilator,0.606,1.159,93.23,0.351,31.22,normal
2026-03-14T15:30:46.068040,DEV001,ventilator,0.697,0.95,80.54,0.476,34.95,normal
2026-03-14T15:30:46.068055,DEV001,ventilator,1.597,3.413,123.78,0.785,45.82,anomaly
2026-03-14T15:30:46.068070,DEV001,ventilator,0.436,0.946,104.92,0.499,35.54,normal
2026-03-14T15:30:46.068085,DEV001,ventilator,0.402,1.123,92.71,0.421,28.47,normal
2026-03-14T15:30:46.068101,DEV001,ventilator,0.328,0.975,95.98,0.384,29.72,normal
2026-03-14T15:30:46.068116,DEV001,ventilator,0.356,0.907,86.48,0.381,31.42,normal
2026-03-14T15:30:46.068131,DEV001,ventilator,0.727,0.766,81.9,0.493,35.97,normal
2026-03-14T15:30:46.068147,DEV001,ventilator,0.642,0.815,109.04,0.462,28.02,normal
2026-03-14T15:30:46.068167,DEV001,ventilator,0.551,0.921,102.49,0.407,34.41,normal
2026-03-14T15:30:46.068184,DEV001,ventilator,0.525,1.181,89.49,0.472,33.83,normal
2026-03-14T15:30:46.068199,DEV001,ventilator,0.598,0.698,96.04,0.377,28.0,normal
2026-03-14T15:30:46.068214,DEV001,ventilator,0.669,0.943,89.12,0.481,34.97,normal
2026-03-14T15:30:46.068236,DEV001,ventilator,0.589,0.576,98.52,0.373,28.17,normal
2026-03-14T15:30:46.068252,DEV001,ventilator,0.294,0.98,88.13,0.445,28.01,normal
2026-03-14T15:30:46.068267,DEV001,ventilator,0.208,0.901,94.55,0.38,31.48,normal
2026-03-14T15:30:46.068282,DEV001,ventilator,2.409,3.014,164.43,0.679,54.75,anomaly
2026-03-14T15:30:46.068297,DEV001,ventilator,2.537,2.516,145.57,0.721,54.74,anomaly
2026-03-14T15:30:46.068319,DEV001,ventilator,0.328,0.757,93.85,0.493,30.68,normal
2026-03-14T15:30:46.068336,DEV001,ventilator,0.668,1.11,87.24,0.392,31.4,normal
2026-03-14T15:30:46.068351,DEV001,ventilator,0.284,0.91,87.37,0.475,30.96,normal
2026-03-14T15:30:46.068366,DEV001,ventilator,0.662,1.124,94.25,0.446,32.9,normal
2026-03-14T15:30:46.068382,DEV001,ventilator,0.635,0.731,107.45,0.438,28.37,normal
2026-03-14T15:30:46.068397,DEV001,ventilator,2.732,2.548,155.47,0.572,62.64,anomaly
2026-03-14T15:30:46.068412,DEV001,ventilator,0.52,0.831,96.54,0.365,32.51,normal
2026-03-14T15:30:46.068427,DEV001,ventilator,1.729,2.477,150.01,0.854,52.34,anomaly
2026-03-14T15:30:46.068442,DEV001,ventilator,1.539,3.258,154.71,0.603,43.02,anomaly
2026-03-14T15:30:46.068458,DEV001,ventilator,0.451,0.568,99.93,0.47,32.06,normal
2026-03-14T15:30:46.068477,DEV001,ventilator,0.269,0.971,89.13,0.367,33.9,normal
2026-03-14T15:30:46.068494,DEV001,ventilator,0.284,1.114,87.47,0.455,28.42,normal
2026-03-14T15:30:46.068510,DEV001,ventilator,0.355,0.941,94.9,0.388,28.44,normal
2026-03-14T15:30:46.068525,DEV001,ventilator,0.44,0.858,97.72,0.456,33.68,normal
2026-03-14T15:30:46.068540,DEV001,ventilator,2.58,3.894,134.15,0.798,46.35,anomaly
2026-03-14T15:30:46.068556,DEV001,ventilator,0.288,0.627,92.34,0.472,31.11,normal
2026-03-14T15:30:46.068571,DEV001,ventilator,0.378,0.641,102.0,0.492,35.34,normal
2026-03-14T15:30:46.068586,DEV001,ventilator,2.553,2.884,163.32,0.559,45.07,anomaly
2026-03-14T15:30:46.068602,DEV001,ventilator,2.8,4.282,158.24,0.61,63.7,anomaly
2026-03-14T15:30:46.068617,DEV001,ventilator,0.581,0.677,95.9,0.365,35.47,normal
2026-03-14T15:30:46.068639,DEV001,ventilator,0.703,0.837,98.76,0.402,29.69,normal
2026-03-14T15:30:46.068660,DEV001,ventilator,0.478,1.169,98.87,0.411,31.22,normal
2026-03-14T15:30:46.068676,DEV001,ventilator,2.309,2.118,170.58,0.741,49.18,anomaly
2026-03-14T15:30:46.068691,DEV001,ventilator,2.94,3.446,123.51,0.69,58.81,anomaly
2026-03-14T15:30:46.068707,DEV001,ventilator,0.793,1.117,82.08,0.387,32.17,normal
2026-03-14T15:30:46.068722,DEV001,ventilator,0.653,0.649,92.98,0.365,28.87,normal
2026-03-14T15:30:46.068737,DEV001,ventilator,1.695,4.283,123.07,0.712,57.07,anomaly
2026-03-14T15:30:46.068754,DEV001,ventilator,2.171,3.224,151.55,0.664,49.74,anomaly
2026-03-14T15:30:46.068769,DEV001,ventilator,2.241,2.142,130.06,0.675,44.88,anomaly
2026-03-14T15:30:46.068784,DEV001,ventilator,0.27,0.99,83.77,0.482,35.24,normal
2026-03-14T15:30:46.068805,DEV001,ventilator,0.648,0.875,99.44,0.46,33.97,normal
2026-03-14T15:30:46.068822,DEV001,ventilator,1.247,4.478,137.47,0.854,54.5,anomaly
2026-03-14T15:30:46.068837,DEV001,ventilator,0.266,0.823,101.09,0.392,35.66,normal
2026-03-14T15:30:46.068853,DEV001,ventilator,2.199,2.804,133.03,0.822,53.17,anomaly
2026-03-14T15:30:46.068868,DEV001,ventilator,0.209,1.006,85.79,0.377,33.48,normal
2026-03-14T15:30:46.068883,DEV001,ventilator,2.448,2.021,134.43,0.853,45.37,anomaly
2026-03-14T15:30:46.068898,DEV001,ventilator,0.552,1.127,81.18,0.358,32.95,normal
2026-03-14T15:30:46.068913,DEV001,ventilator,0.223,0.575,83.31,0.434,28.28,normal
2026-03-14T15:30:46.068929,DEV001,ventilator,2.671,3.525,168.08,0.634,53.12,anomaly
2026-03-14T15:30:46.068944,DEV001,ventilator,0.646,1.055,97.5,0.371,29.36,normal
2026-03-14T15:30:46.068959,DEV001,ventilator,0.439,0.578,92.64,0.407,34.82,normal
2026-03-14T15:30:46.068974,DEV001,ventilator,0.254,0.759,84.68,0.442,30.14,normal
2026-03-14T15:30:46.068989,DEV001,ventilator,2.087,3.54,150.44,0.561,50.29,anomaly
2026-03-14T15:30:46.069004,DEV001,ventilator,0.739,1.149,86.67,0.423,31.05,normal
2026-03-14T15:30:46.069020,DEV001,ventilator,0.277,0.73,86.3,0.405,31.41,normal
2026-03-14T15:30:46.069041,DEV001,ventilator,1.536,4.738,146.68,0.573,56.43,anomaly
2026-03-14T15:30:46.069058,DEV001,ventilator,2.887,4.574,174.65,0.597,54.16,anomaly
2026-03-14T15:30:46.069073,DEV001,ventilator,0.663,1.155,104.56,0.47,30.97,normal
2026-03-14T15:30:46.069088,DEV001,ventilator,0.658,0.612,90.2,0.487,31.21,normal
2026-03-14T15:30:46.069108,DEV001,ventilator,0.284,1.1,84.13,0.369,34.99,normal
2026-03-14T15:30:46.069125,DEV001,ventilator,0.637,0.932,108.19,0.421,32.57,normal
2026-03-14T15:30:46.069139,DEV001,ventilator,0.393,0.538,81.22,0.454,28.16,normal
2026-03-14T15:30:46.069154,DEV001,ventilator,1.635,4.986,133.88,0.729,56.23,anomaly
2026-03-14T15:30:46.069170,DEV001,ventilator,0.466,0.899,92.47,0.42,29.69,normal
2026-03-14T15:30:46.069185,DEV001,ventilator,0.711,0.895,86.99,0.481,29.09,normal
2026-03-14T15:30:46.069200,DEV001,ventilator,2.332,4.646,130.66,0.758,60.31,anomaly
2026-03-14T15:30:46.069215,DEV001,ventilator,1.833,4.94,157.98,0.677,53.34,anomaly
2026-03-14T15:30:46.069230,DEV001,ventilator,0.301,0.953,81.14,0.419,29.4,normal
2026-03-14T15:30:46.069245,DEV001,ventilator,0.509,1.151,109.67,0.435,35.99,normal
2026-03-14T15:30:46.069260,DEV001,ventilator,0.466,0.914,85.47,0.469,31.17,normal
2026-03-14T15:30:46.069275,DEV001,ventilator,0.355,0.846,99.74,0.377,29.35,normal
2026-03-14T15:30:46.069290,DEV001,ventilator,1.702,3.34,142.32,0.63,49.73,anomaly
2026-03-14T15:30:46.069306,DEV001,ventilator,0.284,0.709,92.7,0.477,35.81,normal
2026-03-14T15:30:46.069325,DEV001,ventilator,0.479,0.862,99.25,0.43,31.88,normal
2026-03-14T15:30:46.069341,DEV001,ventilator,0.779,0.864,101.78,0.386,29.98,normal
2026-03-14T15:30:46.069356,DEV001,ventilator,0.413,0.939,102.55,0.449,32.16,normal
2026-03-14T15:30:46.069372,DEV001,ventilator,0.671,1.104,91.26,0.449,31.43,normal
2026-03-14T15:30:46.069387,DEV001,ventilator,0.518,0.834,88.11,0.406,31.55,normal
2026-03-14T15:30:46.069402,DEV001,ventilator,0.715,0.774,89.39,0.367,34.39,normal
2026-03-14T15:30:46.069422,DEV001,ventilator,2.651,3.819,159.24,0.847,40.56,anomaly
2026-03-14T15:30:46.069439,DEV001,ventilator,0.743,1.183,105.76,0.351,28.04,normal
2026-03-14T15:30:46.069460,DEV001,ventilator,0.309,0.801,88.08,0.451,35.87,normal
2026-03-14T15:30:46.069476,DEV001,ventilator,1.645,2.837,165.93,0.578,41.3,anomaly
2026-03-14T15:30:46.069499,DEV001,ventilator,0.778,1.029,94.32,0.463,33.17,normal
2026-03-14T15:30:46.069516,DEV001,ventilator,0.495,0.77,108.24,0.389,28.34,normal
2026-03-14T15:30:46.069531,DEV001,ventilator,0.737,0.578,102.24,0.481,34.06,normal
2026-03-14T15:30:46.069546,DEV001,ventilator,0.535,0.94,86.47,0.479,32.9,normal
2026-03-14T15:30:46.069562,DEV001,ventilator,0.291,0.61,91.02,0.482,31.18,normal
2026-03-14T15:30:46.069577,DEV001,ventilator,0.446,0.737,103.29,0.491,33.16,normal
2026-03-14T15:30:46.069594,DEV001,ventilator,0.63,0.861,94.36,0.424,34.65,normal
2026-03-14T15:30:46.069609,DEV001,ventilator,0.787,1.161,82.17,0.416,30.29,normal
2026-03-14T15:30:46.069624,DEV001,ventilator,2.55,2.27,176.74,0.749,47.23,anomaly
2026-03-14T15:30:46.069639,DEV001,ventilator,0.249,0.874,85.22,0.366,30.58,normal
2026-03-14T15:30:46.069655,DEV001,ventilator,0.214,1.15,86.77,0.417,33.18,normal
2026-03-14T15:30:46.070474,DEV001,ventilator,0.598,0.743,99.85,0.472,32.93,normal
2026-03-14T15:30:46.070526,DEV001,ventilator,0.525,1.199,95.5,0.393,28.87,normal
2026-03-14T15:30:46.070599,DEV001,ventilator,0.201,0.734,98.92,0.367,30.66,normal
2026-03-14T15:30:46.070621,DEV001,ventilator,0.293,0.572,80.47,0.473,32.61,normal
2026-03-14T15:30:46.070637,DEV001,ventilator,0.684,1.091,85.01,0.379,31.52,normal
2026-03-14T15:30:46.070653,DEV001,ventilator,2.813,4.812,170.86,0.684,54.31,anomaly
2026-03-14T15:30:46.070669,DEV001,ventilator,0.667,1.09,90.45,0.485,33.74,normal
2026-03-14T15:30:46.070702,DEV001,ventilator,0.743,0.623,98.52,0.401,29.02,normal
2026-03-14T15:30:46.070720,DEV001,ventilator,0.437,0.797,80.03,0.381,29.36,normal
2026-03-14T15:30:46.070735,DEV001,ventilator,0.262,0.832,105.72,0.491,32.51,normal
2026-03-14T15:30:46.070750,DEV001,ventilator,0.414,1.074,102.82,0.44,34.52,normal
2026-03-14T15:30:46.070765,DEV001,ventilator,2.07,4.521,133.43,0.839,49.22,anomaly
2026-03-14T15:30:46.070781,DEV001,ventilator,2.541,2.227,174.33,0.861,55.13,anomaly
2026-03-14T15:30:46.070796,DEV001,ventilator,0.639,0.682,95.1,0.428,30.32,normal
2026-03-14T15:30:46.070822,DEV001,ventilator,0.24,1.192,81.23,0.378,34.72,normal
2026-03-14T15:30:46.070837,DEV001,ventilator,0.703,0.523,106.81,0.375,33.18,normal
2026-03-14T15:30:46.070852,DEV001,ventilator,0.48,1.187,85.36,0.444,28.69,normal
2026-03-14T15:30:46.070868,DEV001,ventilator,0.499,0.952,102.54,0.383,31.93,normal
2026-03-14T15:30:46.070883,DEV001,ventilator,0.393,0.629,101.51,0.485,35.91,normal
2026-03-14T15:30:46.070898,DEV001,ventilator,0.31,0.787,104.88,0.399,31.86,normal
2026-03-14T15:30:46.070916,DEV001,ventilator,0.204,1.121,88.03,0.424,31.83,normal
2026-03-14T15:30:46.070932,DEV001,ventilator,0.256,0.524,103.21,0.499,29.36,normal
2026-03-14T15:30:46.070946,DEV001,ventilator,2.479,2.352,165.81,0.612,47.49,anomaly
2026-03-14T15:30:46.070962,DEV001,ventilator,0.345,0.866,97.15,0.487,31.33,normal
2026-03-14T15:30:46.070977,DEV001,ventilator,0.307,0.847,81.45,0.448,28.61,normal
2026-03-14T15:30:46.070992,DEV001,ventilator,0.271,0.993,92.24,0.407,33.41,normal
2026-03-14T15:30:46.071008,DEV001,ventilator,0.541,0.911,106.48,0.483,35.62,normal
2026-03-14T15:30:46.071028,DEV001,ventilator,0.407,0.872,88.52,0.493,28.4,normal
2026-03-14T15:30:46.071045,DEV001,ventilator,0.424,0.858,83.89,0.427,31.73,normal
2026-03-14T15:30:46.071060,DEV001,ventilator,0.236,0.89,96.59,0.395,28.35,normal
2026-03-14T15:30:46.071075,DEV001,ventilator,0.696,0.974,82.65,0.473,33.79,normal
2026-03-14T15:30:46.071090,DEV001,ventilator,0.758,0.771,96.88,0.357,28.59,normal
2026-03-14T15:30:46.071105,DEV001,ventilator,2.593,4.024,174.18,0.582,59.9,anomaly
2026-03-14T15:30:46.071121,DEV001,ventilator,0.491,0.564,87.47,0.478,28.92,normal
2026-03-14T15:30:46.071136,DEV001,ventilator,0.475,0.57,91.73,0.438,31.09,normal
2026-03-14T15:30:46.071152,DEV001,ventilator,0.702,0.989,104.8,0.416,30.1,normal
2026-03-14T15:30:46.071167,DEV001,ventilator,0.341,1.097,83.41,0.429,34.56,normal
2026-03-14T15:30:46.071183,DEV001,ventilator,0.768,0.903,103.8,0.403,35.43,normal
2026-03-14T15:30:46.071199,DEV001,ventilator,2.44,3.265,149.01,0.798,49.62,anomaly
2026-03-14T15:30:46.071220,DEV001,ventilator,0.263,0.933,95.05,0.488,34.66,normal
2026-03-14T15:30:46.071235,DEV001,ventilator,0.395,1.167,80.32,0.476,31.57,normal
2026-03-14T15:30:46.071251,DEV001,ventilator,0.723,1.137,104.43,0.405,33.17,normal
2026-03-14T15:30:46.071266,DEV001,ventilator,0.488,0.914,92.55,0.442,28.65,normal
2026-03-14T15:30:46.071281,DEV001,ventilator,0.481,1.13,103.0,0.388,32.09,normal
2026-03-14T15:30:46.071297,DEV001,ventilator,0.31,0.644,92.45,0.499,29.15,normal
2026-03-14T15:30:46.071313,DEV001,ventilator,1.896,3.975,126.09,0.772,46.1,anomaly
2026-03-14T15:30:46.071333,DEV001,ventilator,0.278,0.648,101.35,0.417,30.49,normal
2026-03-14T15:30:46.071357,DEV001,ventilator,1.254,4.922,178.37,0.779,58.21,anomaly
2026-03-14T15:30:46.071373,DEV001,ventilator,0.519,0.862,81.62,0.444,35.05,normal
2026-03-14T15:30:46.071389,DEV001,ventilator,2.21,4.893,142.88,0.747,64.37,anomaly
2026-03-14T15:30:46.071404,DEV001,ventilator,0.532,0.992,86.0,0.484,29.61,normal
2026-03-14T15:30:46.071420,DEV001,ventilator,0.511,1.177,82.56,0.383,31.4,normal
2026-03-14T15:30:46.071436,DEV001,ventilator,0.557,0.683,98.8,0.375,28.6,normal
2026-03-14T15:30:46.071451,DEV001,ventilator,0.431,0.776,100.53,0.465,29.4,normal
2026-03-14T15:30:46.071467,DEV001,ventilator,0.513,0.501,85.75,0.462,35.74,normal
2026-03-14T15:30:46.071483,DEV001,ventilator,0.358,0.718,107.68,0.478,35.91,normal
2026-03-14T15:30:46.071500,DEV001,ventilator,2.993,4.407,128.71,0.878,64.14,anomaly
2026-03-14T15:30:46.071517,DEV001,ventilator,0.345,1.186,81.1,0.373,35.74,normal
2026-03-14T15:30:46.071532,DEV001,ventilator,0.775,0.8,97.93,0.359,33.54,normal
2026-03-14T15:30:46.071547,DEV001,ventilator,0.798,0.781,85.65,0.456,31.42,normal
2026-03-14T15:30:46.071563,DEV001,ventilator,0.584,1.086,87.05,0.499,32.46,normal
2026-03-14T15:30:46.071578,DEV001,ventilator,0.441,0.788,103.19,0.497,31.21,normal
2026-03-14T15:30:46.071594,DEV001,ventilator,0.339,1.128,104.47,0.4,34.99,normal
2026-03-14T15:30:46.071609,DEV001,ventilator,0.436,1.018,80.29,0.351,28.77,normal
2026-03-14T15:30:46.071632,DEV001,ventilator,0.637,1.017,91.21,0.439,34.22,normal
2026-03-14T15:30:46.071648,DEV001,ventilator,0.639,0.893,82.03,0.489,30.66,normal
2026-03-14T15:30:46.071668,DEV001,ventilator,0.593,0.502,94.08,0.489,29.42,normal
2026-03-14T15:30:46.071691,DEV001,ventilator,0.781,0.647,109.57,0.409,34.52,normal
